   18.00   30.00      -65.00983
   18.00   31.50      -61.46674
   18.00   33.00      -58.50499
   18.00   34.50      -56.23293
   18.00   36.00      -54.52623
   18.00   37.50      -53.32377
   18.00   39.00      -52.68861
   18.00   40.50      -52.75054
   18.00   42.00      -53.56665
   18.00   43.50      -54.85971
   18.00   45.00      -56.14554
   18.00   46.50      -57.38821
   18.00   48.00      -59.05097
   18.00   49.50      -61.67952
   18.00   51.00      -65.11195
   18.00   52.50      -68.28368
   18.00   54.00      -70.38887
   18.00   55.50      -71.28581
   18.00   57.00      -71.19611
   18.00   58.50      -70.41655
   18.00   60.00      -69.14802
   18.00   61.50      -67.41067
   18.00   63.00      -65.11351
   18.00   64.50      -62.20964
   18.00   66.00      -58.76688
   18.00   67.50      -54.97973
   18.00   69.00      -51.05649
   18.00   70.50      -46.93261
   18.00   72.00      -42.12734
   18.00   73.50      -34.36281
 
   19.50    0.00      -19.79498
   19.50    1.50      -24.45417
   19.50    3.00      -29.25388
   19.50    4.50      -34.89947
   19.50    6.00      -40.86148
   19.50    7.50      -46.44610
   19.50    9.00      -51.19083
   19.50   10.50      -54.98257
   19.50   12.00      -57.99391
   19.50   13.50      -60.52062
   19.50   15.00      -62.85025
   19.50   16.50      -65.20283
   19.50   18.00      -67.64638
   19.50   19.50      -70.07698
   19.50   21.00      -72.34706
   19.50   22.50      -74.22169
   19.50   24.00      -75.27047
   19.50   25.50      -75.05726
   19.50   27.00      -73.42074
   19.50   28.50      -70.58180
   19.50   30.00      -67.10885
   19.50   31.50      -63.71582
   19.50   33.00      -60.87454
   19.50   34.50      -58.60351
   19.50   36.00      -56.70324
   19.50   37.50      -55.07719
   19.50   39.00      -53.83879
   19.50   40.50      -53.23957
   19.50   42.00      -53.46175
   19.50   43.50      -54.36024
   19.50   45.00      -55.53877
   19.50   46.50      -56.88684
   19.50   48.00      -58.70971
   19.50   49.50      -61.36650
   19.50   51.00      -64.61794
   19.50   52.50      -67.54268
   19.50   54.00      -69.39747
   19.50   55.50      -70.01365
   19.50   57.00      -69.60285
   19.50   58.50      -68.51992
   19.50   60.00      -67.06761
   19.50   61.50      -65.30432
   19.50   63.00      -63.09164
   19.50   64.50      -60.33933
   19.50   66.00      -57.13061
   19.50   67.50      -53.68534
   19.50   69.00      -50.15377
   19.50   70.50      -46.36706
   19.50   72.00      -41.77282
   19.50   73.50      -34.12210
 
   21.00    0.00      -19.92327
   21.00    1.50      -24.71248
   21.00    3.00      -29.69789
   21.00    4.50      -35.54377
   21.00    6.00      -41.56888
   21.00    7.50      -47.10937
   21.00    9.00      -51.78893
   21.00   10.50      -55.50669
   21.00   12.00      -58.38479
   21.00   13.50      -60.72013
   21.00   15.00      -62.91669
   21.00   16.50      -65.31793
   21.00   18.00      -67.99985
   21.00   19.50      -70.74280
   21.00   21.00      -73.24929
   21.00   22.50      -75.23793
   21.00   24.00      -76.35297
   21.00   25.50      -76.21549
   21.00   27.00      -74.63808
   21.00   28.50      -71.78631
   21.00   30.00      -68.24829
   21.00   31.50      -64.83373
   21.00   33.00      -62.00472
   21.00   34.50      -59.64626
   21.00   36.00      -57.44933
   21.00   37.50      -55.28406
   21.00   39.00      -53.33359
   21.00   40.50      -52.02169
   21.00   42.00      -51.69575
   21.00   43.50      -52.27768
   21.00   45.00      -53.39937
   21.00   46.50      -54.89533
   21.00   48.00      -56.86382
   21.00   49.50      -59.40198
   21.00   51.00      -62.29398
   21.00   52.50      -64.92925
   21.00   54.00      -66.64089
   21.00   55.50      -67.14890
   21.00   57.00      -66.58037
   21.00   58.50      -65.30955
   21.00   60.00      -63.75769
   21.00   61.50      -62.06193
   21.00   63.00      -60.02117
   21.00   64.50      -57.44912
   21.00   66.00      -54.45092
   21.00   67.50      -51.35921
   21.00   69.00      -48.30023
   21.00   70.50      -44.97551
   21.00   72.00      -40.77113
   21.00   73.50      -33.46367
 
   22.50    0.00      -20.48090
   22.50    1.50      -25.42697
   22.50    3.00      -30.44007
   22.50    4.50      -36.31639
   22.50    6.00      -42.29272
   22.50    7.50      -47.75060
   22.50    9.00      -52.35164
   22.50   10.50      -55.98234
   22.50   12.00      -58.72898
   22.50   13.50      -60.89932
   22.50   15.00      -62.98353
   22.50   16.50      -65.40323
   22.50   18.00      -68.24677
   22.50   19.50      -71.24808
   22.50   21.00      -73.99162
   22.50   22.50      -76.08064
   22.50   24.00      -77.16952
   22.50   25.50      -76.94703
   22.50   27.00      -75.23587
   22.50   28.50      -72.15382
   22.50   30.00      -68.29186
   22.50   31.50      -64.57912
   22.50   33.00      -61.54141
   22.50   34.50      -58.95790
   22.50   36.00      -56.38711
   22.50   37.50      -53.60230
   22.50   39.00      -50.80625
   22.50   40.50      -48.65600
   22.50   42.00      -47.80160
   22.50   43.50      -48.20591
   22.50   45.00      -49.39162
   22.50   46.50      -51.07610
   22.50   48.00      -53.12479
   22.50   49.50      -55.41782
   22.50   51.00      -57.87387
   22.50   52.50      -60.27161
   22.50   54.00      -61.99847
   22.50   55.50      -62.61656
   22.50   57.00      -62.13939
   22.50   58.50      -60.93472
   22.50   60.00      -59.50787
   22.50   61.50      -58.07380
   22.50   63.00      -56.36769
   22.50   64.50      -54.08563
   22.50   66.00      -51.32979
   22.50   67.50      -48.56304
   22.50   69.00      -45.93709
   22.50   70.50      -43.05415
   22.50   72.00      -39.27359
   22.50   73.50      -32.45514
 
   24.00    0.00      -21.48621
   24.00    1.50      -26.77449
   24.00    3.00      -31.81384
   24.00    4.50      -37.45648
   24.00    6.00      -43.21516
   24.00    7.50      -48.52979
   24.00    9.00      -53.03880
   24.00   10.50      -56.58465
   24.00   12.00      -59.22242
   24.00   13.50      -61.27178
   24.00   15.00      -63.27841
   24.00   16.50      -65.70732
   24.00   18.00      -68.65448
   24.00   19.50      -71.80233
   24.00   21.00      -74.62351
   24.00   22.50      -76.63853
   24.00   24.00      -77.50873
   24.00   25.50      -76.97883
   24.00   27.00      -74.89149
   24.00   28.50      -71.31700
   24.00   30.00      -66.81634
   24.00   31.50      -62.44297
   24.00   33.00      -58.89622
   24.00   34.50      -55.92305
   24.00   36.00      -52.95796
   24.00   37.50      -49.57673
   24.00   39.00      -45.84975
   24.00   40.50      -42.68464
   24.00   42.00      -41.31380
   24.00   43.50      -41.67874
   24.00   45.00      -43.11966
   24.00   46.50      -45.12567
   24.00   48.00      -47.27970
   24.00   49.50      -49.32024
   24.00   51.00      -51.38413
   24.00   52.50      -53.63531
   24.00   54.00      -55.50420
   24.00   55.50      -56.42079
   24.00   57.00      -56.28889
   24.00   58.50      -55.46478
   24.00   60.00      -54.46990
   24.00   61.50      -53.53996
   24.00   63.00      -52.40090
   24.00   64.50      -50.68818
   24.00   66.00      -48.42083
   24.00   67.50      -46.03494
   24.00   69.00      -43.75409
   24.00   70.50      -41.19547
   24.00   72.00      -37.76871
   24.00   73.50      -31.41949
 
   25.50    0.00      -22.54642
   25.50    1.50      -28.19487
   25.50    3.00      -33.25417
   25.50    4.50      -38.68915
   25.50    6.00      -44.24338
   25.50    7.50      -49.45515
   25.50    9.00      -53.94361
   25.50   10.50      -57.49153
   25.50   12.00      -60.10982
   25.50   13.50      -62.11218
   25.50   15.00      -64.04477
   25.50   16.50      -66.37387
   25.50   18.00      -69.21646
   25.50   19.50      -72.23284
   25.50   21.00      -74.83447
   25.50   22.50      -76.51024
   25.50   24.00      -76.92024
   25.50   25.50      -75.82479
   25.50   27.00      -73.07495
   25.50   28.50      -68.68667
   25.50   30.00      -63.17758
   25.50   31.50      -57.79040
   25.50   33.00      -53.38104
   25.50   34.50      -49.67486
   25.50   36.00      -46.23100
   25.50   37.50      -42.55990
   25.50   39.00      -38.15660
   25.50   40.50      -33.98043
   25.50   42.00      -32.25655
   25.50   43.50      -32.63865
   25.50   45.00      -34.51402
   25.50   46.50      -37.11352
   25.50   48.00      -39.63119
   25.50   49.50      -41.62973
   25.50   51.00      -43.39143
   25.50   52.50      -45.37867
   25.50   54.00      -47.29667
   25.50   55.50      -48.59998
   25.50   57.00      -49.00770
   25.50   58.50      -48.77156
   25.50   60.00      -48.37557
   25.50   61.50      -48.12001
   25.50   63.00      -47.81815
   25.50   64.50      -47.06626
   25.50   66.00      -45.70838
   25.50   67.50      -44.00536
   25.50   69.00      -42.13767
   25.50   70.50      -39.86183
   25.50   72.00      -36.71121
   25.50   73.50      -30.65252
 
   27.00    0.00      -23.25224
   27.00    1.50      -29.12328
   27.00    3.00      -34.26693
   27.00    4.50      -39.65426
   27.00    6.00      -45.15633
   27.00    7.50      -50.41464
   27.00    9.00      -55.06070
   27.00   10.50      -58.81935
   27.00   12.00      -61.60718
   27.00   13.50      -63.64612
   27.00   15.00      -65.40599
   27.00   16.50      -67.34110
   27.00   18.00      -69.67077
   27.00   19.50      -72.13805
   27.00   21.00      -74.16589
   27.00   22.50      -75.22193
   27.00   24.00      -74.92367
   27.00   25.50      -72.99546
   27.00   27.00      -69.32394
   27.00   28.50      -63.99614
   27.00   30.00      -57.45884
   27.00   31.50      -50.87513
   27.00   33.00      -45.02660
   27.00   34.50      -39.57565
   27.00   36.00      -35.11827
   27.00   37.50      -31.87026
   27.00   39.00      -27.67519
   27.00   40.50      -23.36043
   27.00   42.00      -21.48446
   27.00   43.50      -21.39863
